date,DFII5,DFII10,DFII30
2025-09-23,1.26,1.75,2.47
2025-09-24,1.28,1.78,2.49
2025-09-25,1.33,1.8,2.49
2025-09-26,1.34,1.82,2.51
2025-09-29,1.33,1.8,2.47
2025-09-30,1.32,1.8,2.49
2025-10-01,1.29,1.77,2.48
2025-10-02,1.3,1.76,2.46
2025-10-03,1.34,1.8,2.48
2025-10-06,1.37,1.84,2.52
2025-10-07,1.32,1.79,2.47
2025-10-08,1.33,1.78,2.46
2025-10-09,1.35,1.8,2.47
2025-10-10,1.3,1.75,2.41
2025-10-13,,,
2025-10-14,1.27,1.73,2.4
2025-10-15,1.3,1.76,2.42
2025-10-16,1.26,1.71,2.37
2025-10-17,1.3,1.75,2.4
2025-10-20,1.3,1.74,2.39
2025-10-21,1.26,1.7,2.35
2025-10-22,1.24,1.68,2.34
2025-10-23,1.19,1.71,2.36
2025-10-24,1.21,1.73,2.37
2025-10-27,1.24,1.73,2.36
2025-10-28,1.24,1.71,2.33
2025-10-29,1.33,1.78,2.38
2025-10-30,1.34,1.82,2.43
2025-10-31,1.31,1.81,2.44
2025-11-03,1.31,1.82,2.47
2025-11-04,1.31,1.81,2.45
2025-11-05,1.37,1.87,2.5
2025-11-06,1.32,1.83,2.47
2025-11-07,1.31,1.83,2.48
2025-11-10,1.34,1.84,2.48
2025-11-11,,,
2025-11-12,1.31,1.81,2.44
2025-11-13,1.34,1.83,2.48
2025-11-14,1.36,1.86,2.51
2025-11-17,1.35,1.85,2.5
2025-11-18,1.34,1.85,2.51
2025-11-19,1.35,1.86,2.53
2025-11-20,1.34,1.86,2.53
2025-11-21,1.3,1.82,2.51
2025-11-24,1.31,1.81,2.5
2025-11-25,1.28,1.79,2.49
2025-11-26,1.27,1.77,2.45
2025-11-27,,,
2025-11-28,1.3,1.79,2.48
2025-12-01,1.36,1.85,2.53
2025-12-02,1.36,1.85,2.53
2025-12-03,1.33,1.82,2.52
2025-12-04,1.35,1.85,2.54
2025-12-05,1.38,1.88,2.57
2025-12-08,1.43,1.91,2.58
2025-12-09,1.46,1.92,2.58
2025-12-10,1.4,1.88,2.55
2025-12-11,1.4,1.89,2.57
2025-12-12,1.43,1.93,2.61
2025-12-15,1.44,1.93,2.61
2025-12-16,1.44,1.92,2.6
2025-12-17,1.44,1.92,2.61
2025-12-18,1.4,1.88,2.58
2025-12-19,1.43,1.92,2.61
2025-12-22,1.46,1.94,2.63
2025-12-23,1.48,1.94,2.61
2025-12-24,1.46,1.91,2.58
2025-12-25,,,
2025-12-26,1.46,1.91,2.6
2025-12-29,1.44,1.9,2.6
2025-12-30,1.43,1.9,2.6
2025-12-31,1.47,1.93,2.62
2026-01-01,,,
2026-01-02,1.46,1.94,2.63
2026-01-05,1.42,1.91,2.61
2026-01-06,1.42,1.91,2.62
2026-01-07,1.4,1.88,2.59
2026-01-08,1.43,1.92,2.62
2026-01-09,1.43,1.9,2.58
2026-01-12,1.41,1.9,2.59
2026-01-13,1.38,1.88,2.58
2026-01-14,1.36,1.86,2.56
2026-01-15,1.41,1.88,2.55
2026-01-16,1.43,1.91,2.58
2026-01-19,,,
2026-01-20,1.46,1.97,2.65
2026-01-21,1.41,1.92,2.6
2026-01-22,1.43,1.95,2.58
2026-01-23,1.38,1.92,2.56
2026-01-26,1.37,1.9,2.54
2026-01-27,1.34,1.9,2.56
2026-01-28,1.33,1.9,2.57
2026-01-29,1.28,1.89,2.58
2026-01-30,1.26,1.9,2.6
2026-02-02,1.31,1.94,2.63
2026-02-03,1.3,1.92,2.62
2026-02-04,1.32,1.94,2.63
2026-02-05,1.26,1.89,2.59
2026-02-06,1.26,1.88,2.58
2026-02-09,1.25,1.87,2.57
2026-02-10,1.23,1.84,2.53
2026-02-11,1.26,1.86,2.55
2026-02-12,1.22,1.8,2.48
2026-02-13,1.19,1.77,2.46
2026-02-16,,,
2026-02-17,1.24,1.79,2.47
2026-02-18,1.23,1.8,2.48
2026-02-19,1.22,1.79,2.47
2026-02-20,1.22,1.8,2.48
2026-02-23,1.19,1.77,2.49
2026-02-24,1.21,1.78,2.48
2026-02-25,1.19,1.77,2.47
2026-02-26,1.14,1.74,2.44
2026-02-27,1.11,1.72,2.43
2026-03-02,1.16,1.76,2.47
2026-03-03,1.17,1.77,2.48
2026-03-04,1.21,1.8,2.5
2026-03-05,1.21,1.82,2.52
2026-03-06,1.16,1.8,2.54
2026-03-09,1.15,1.78,2.51
2026-03-10,1.2,1.82,2.56
2026-03-11,1.21,1.85,2.61
2026-03-12,1.25,1.89,2.63
2026-03-13,1.26,1.92,2.66
2026-03-16,1.22,1.87,2.62
2026-03-17,1.17,1.83,2.6
2026-03-18,1.21,1.86,2.61
2026-03-19,1.27,1.88,2.6
2026-03-20,1.38,2.01,2.72
2026-03-23,1.42,2.01,2.69
2026-03-24,1.48,2.06,2.72
2026-03-25,1.45,2.02,2.69
2026-03-26,1.52,2.08,2.71
2026-03-27,1.5,2.13,2.78
2026-03-30,1.4,2.04,2.72
2026-03-31,1.38,2.0,2.69
2026-04-01,1.42,2.02,2.71
2026-04-02,1.37,1.97,2.66
2026-04-03,1.38,1.99,2.67
2026-04-06,1.38,1.98,2.65
2026-04-07,1.34,1.96,2.67
2026-04-08,1.36,1.96,2.66
2026-04-09,1.35,1.95,2.67
2026-04-10,1.36,1.95,2.67
2026-04-13,1.31,1.92,2.65
2026-04-14,1.28,1.89,2.62
2026-04-15,1.29,1.9,2.63
2026-04-16,1.31,1.93,2.68
2026-04-17,1.28,1.9,2.65
2026-04-20,1.29,1.91,2.65
2026-04-21,1.31,1.92,2.65
2026-04-22,1.3,1.92,2.65
2026-04-23,1.38,1.92,2.65
2026-04-24,1.31,1.89,2.65
2026-04-27,1.32,1.91,2.68
2026-04-28,1.34,1.92,2.68
2026-04-29,1.38,1.96,2.71
2026-04-30,1.35,1.94,2.71
2026-05-01,1.33,1.91,2.67
2026-05-04,1.36,1.95,2.71
2026-05-05,1.41,1.96,2.69
2026-05-06,1.41,1.94,2.67
2026-05-07,1.43,1.96,2.68
2026-05-08,1.4,1.93,2.66
2026-05-11,1.4,1.95,2.69
2026-05-12,1.43,1.99,2.74
2026-05-13,1.42,1.99,2.74
2026-05-14,1.46,2.0,2.73
2026-05-15,1.56,2.1,2.81
2026-05-18,1.58,2.13,2.82
2026-05-19,1.66,2.18,2.84
2026-05-20,1.63,2.13,2.81
2026-05-21,1.68,2.18,2.8
2026-05-22,1.73,2.16,2.77
2026-05-25,,,
2026-05-26,1.66,2.1,2.73
2026-05-27,1.64,2.09,2.72
2026-05-28,1.61,2.06,2.7
2026-05-29,1.61,2.07,2.71
2026-06-01,1.64,2.07,2.71
2026-06-02,1.65,2.07,2.69
2026-06-03,1.68,2.11,2.72
2026-06-04,1.7,2.11,2.71
2026-06-05,1.81,2.19,2.74
2026-06-08,1.82,2.21,2.77
2026-06-09,1.82,2.2,2.75
2026-06-10,1.83,2.21,2.78
2026-06-11,1.78,2.16,2.72
2026-06-12,1.82,2.17,2.73
2026-06-15,1.78,2.15,2.72
2026-06-16,1.8,2.14,2.7
2026-06-17,1.96,2.23,2.73
2026-06-18,1.96,2.21,2.7
2026-06-19,,,
2026-06-22,2.01,2.28,2.75
2026-06-23,2.03,2.29,2.76
2026-06-24,1.98,2.23,2.71
2026-06-25,1.92,2.19,2.69
2026-06-26,1.91,2.18,2.69
2026-06-29,1.9,2.16,2.68
2026-06-30,1.93,2.2,2.73
2026-07-01,1.98,2.25,2.78
2026-07-02,1.99,2.26,2.79
2026-07-03,,,
2026-07-06,1.94,2.24,2.79
2026-07-07,1.99,2.3,2.84
2026-07-08,2.0,2.31,2.86
2026-07-09,1.99,2.31,2.86
2026-07-10,2.02,2.32,2.86
2026-07-13,2.06,2.36,2.89
2026-07-14,2.03,2.33,2.87
2026-07-15,2.01,2.32,2.88
2026-07-16,2.04,2.35,2.91
2026-07-17,2.01,2.31,2.87
2026-07-20,2.05,2.35,2.91
2026-07-21,2.09,2.37,2.91
2026-07-22,2.11,2.39,2.93
2026-07-23,2.17,2.43,2.95
2026-07-24,2.19,2.43,2.95
2026-07-27,2.22,2.44,2.95
2026-07-28,2.19,2.41,2.92
2026-07-29,2.13,2.41,2.98
2026-07-30,2.14,2.41,2.98
2026-07-31,2.19,2.47,3.03
2026-08-03,2.17,2.43,2.99
2026-08-04,2.14,2.4,2.96
2026-08-05,2.15,2.41,2.96
2026-08-06,2.17,2.43,2.98
2026-08-07,2.13,2.4,2.96
2026-08-10,2.16,2.43,3.0
2026-08-11,2.16,2.43,3.0
2026-08-12,2.14,2.42,2.99
2026-08-13,2.11,2.39,2.97
2026-08-14,2.12,2.41,3.0
2026-08-17,2.13,2.44,3.06
2026-08-18,2.1,2.41,3.03
2026-08-19,2.07,2.35,2.94
2026-08-20,2.05,2.35,2.95
